,name,company,year,Price,kms_driven,fuel_type
832,Mahindra Xylo E8,Mahindra,2010,107624.99999999999,40000,Diesel
833,Hyundai i20 Magna,Hyundai,2011,66010.0,47000,Petrol
834,Maruti Suzuki Omni,Maruti,2000,10331.713,60000,Petrol
835,Mahindra KUV100,Mahindra,2016,109059.99999999999,26500,Petrol
836,Mahindra KUV100 K8,Mahindra,2019,160720.0,2875,Petrol
837,Datsun Go Plus,Datsun,2016,81795.0,13900,Petrol
838,Ford Endeavor 4x4,Ford,2019,832299.9999999999,9000,Diesel
839,Tata Indica V2,Tata,2005,11479.713,80000,Diesel
840,Hyundai Santro Xing,Hyundai,2006,24394.999999999996,60000,Petrol
841,Maruti Suzuki Wagon,Maruti,2016,113364.99999999999,20000,Petrol
842,Maruti Suzuki Swift,Maruti,2008,50224.99999999999,58000,Diesel
843,Maruti Suzuki Alto,Maruti,2019,114799.99999999999,1500,Petrol
844,Toyota Innova 2.5,Toyota,2011,215249.99999999997,75000,Diesel
846,Maruti Suzuki Alto,Maruti,2016,71750.0,2450,Petrol
847,Maruti Suzuki Alto,Maruti,2019,121974.99999999999,1625,Petrol
849,Volkswagen Polo Highline1.2L,Volkswagen,2017,150675.0,45000,Petrol
850,Mahindra Logan,Mahindra,2009,37310.0,65000,Diesel
851,Maruti Suzuki 800,Maruti,2000,8610.0,33400,Petrol
852,Mahindra Scorpio,Mahindra,2011,136325.0,60123,Diesel
853,Chevrolet Sail 1.2,Chevrolet,2013,86100.0,28000,Petrol
855,Hyundai Santro AE,Hyundai,2003,17220.0,70000,Petrol
856,Maruti Suzuki Wagon,Maruti,2006,28699.999999999996,7000,Petrol
857,Hyundai Eon,Hyundai,2018,74620.0,25000,Petrol
858,Tata Manza,Tata,2015,28699.999999999996,100000,Diesel
860,Toyota Etios G,Toyota,2013,76055.0,42000,Petrol
861,Hyundai Getz Prime,Hyundai,2009,33005.0,20000,Petrol
862,Toyota Qualis,Toyota,2003,51659.99999999999,100000,Diesel
863,Hyundai Santro Xing,Hyundai,2004,12914.999999999998,137495,Petrol
864,Tata Indica eV2,Tata,2016,14493.499999999998,91200,Diesel
865,Honda City 1.5,Honda,2009,77490.0,55000,Petrol
866,Tata Zest XE,Tata,2017,83230.0,120000,Diesel
867,Mahindra Quanto C4,Mahindra,2013,93274.99999999999,63000,Diesel
868,Tata Indigo eCS,Tata,2016,45920.0,104000,Diesel
869,Maruti Suzuki Swift,Maruti,2016,100449.99999999999,146000,Diesel
870,Hyundai Elite i20,Hyundai,2011,83230.0,40000,Petrol
871,Hyundai i20 Select,Hyundai,2011,83230.0,40000,Petrol
872,Chevrolet Tavera Neo,Chevrolet,2007,133455.0,100800,Diesel
873,Maruti Suzuki Dzire,Maruti,2016,93274.99999999999,150000,Diesel
874,Hyundai Elite i20,Hyundai,2018,146370.0,2100,Petrol
875,Honda City VX,Honda,2016,246819.99999999997,95000,Petrol
876,Maruti Suzuki Dzire,Maruti,2016,129149.99999999999,2500,Diesel
877,Hyundai Getz,Hyundai,2006,35875.0,80000,Petrol
878,Mercedes Benz C,Mercedes,2006,143500.28699999998,15000,Petrol
879,Maruti Suzuki Alto,Maruti,2005,27264.999999999996,65000,Petrol
880,Maruti Suzuki Swift,Maruti,2009,71750.0,51000,Diesel
881,Skoda Fabia,Skoda,2009,31569.999999999996,45000,Petrol
883,Maruti Suzuki Ritz,Maruti,2011,77490.0,50000,Petrol
885,Tata Indica V2,Tata,2009,31569.999999999996,30000,Diesel
886,Toyota Corolla Altis,Toyota,2009,86100.0,132000,Petrol
888,Tata Zest XM,Tata,2018,74620.0,27000,Diesel
889,Mahindra Quanto C8,Mahindra,2013,111929.99999999999,40000,Diesel
